user_id,audio_id,score
6787a5aeb6de5685cf6da19b,6788e5c39ca7b3f2bdb0b7dd,5.0
6787a5aeb6de5685cf6da19b,67893e7913537f4d2049d54e,1.0
6787a5aeb6de5685cf6da19b,67893eaf13537f4d2049d7bb,1.0
6787a5aeb6de5685cf6da19b,67893eba13537f4d2049d845,1.0
6787a5aeb6de5685cf6da19b,67893ebc13537f4d2049d85c,1.0
6787a5aeb6de5685cf6da19b,6789860013537f4d2049dd05,1.0
6787a5aeb6de5685cf6da19b,6789860a13537f4d2049dd4a,1.0
6787a5aeb6de5685cf6da19b,6789871113537f4d2049e39a,5.0
6787a5aeb6de5685cf6da19b,6789873213537f4d2049e469,5.0
6787a5aeb6de5685cf6da19b,67898d4013537f4d2049e95e,5.0
6787a5aeb6de5685cf6da19b,67898d4813537f4d2049e98c,5.0
6787a5aeb6de5685cf6da19b,67898d5b13537f4d2049ea16,5.0
6787a5aeb6de5685cf6da19b,67898d8c13537f4d2049eb96,1.0
6787a5aeb6de5685cf6da19b,67898db613537f4d2049ed02,1.0
6787a5aeb6de5685cf6da19b,67898dd713537f4d2049ee00,5.0
6787a5aeb6de5685cf6da19b,67899f0c13537f4d2049f705,5.0
6787a5aeb6de5685cf6da19b,67899fa913537f4d2049f81d,5.0
6787a5aeb6de5685cf6da19b,678bd73213537f4d204a1bcc,1.0
6787a5aeb6de5685cf6da19b,678bd74b13537f4d204a1d53,5.0
6787a5aeb6de5685cf6da19b,678bd75213537f4d204a1dc6,1.0
6787a5aeb6de5685cf6da19b,678bd7a613537f4d204a22b7,5.0
6787a5aeb6de5685cf6da19b,678bd7ca13537f4d204a24b1,5.0
6787a5aeb6de5685cf6da19b,678bd7d013537f4d204a250d,1.0
6787a5aeb6de5685cf6da19b,678bd80213537f4d204a277a,5.0
6787a5aeb6de5685cf6da19b,678bd80f13537f4d204a2849,5.0
6787a5aeb6de5685cf6da19b,678bd81113537f4d204a2877,5.0
6787a5aeb6de5685cf6da19b,678bd83413537f4d204a2a9f,1.0
6787a5aeb6de5685cf6da19b,678bd83813537f4d204a2afb,1.0
6787a5aeb6de5685cf6da19b,678bd83f13537f4d204a2b40,1.0
6787a5aeb6de5685cf6da19b,678bd84a13537f4d204a2bf8,1.0
6787a5aeb6de5685cf6da19b,678bd8c813537f4d204a32fa,5.0
6787a5aeb6de5685cf6da19b,678bd8ee13537f4d204a34dd,1.0
6787a5aeb6de5685cf6da19b,678be18713537f4d204a582d,5.0
6787a5aeb6de5685cf6da19b,678bf59ef5489fb0e0250638,1.0
6787a5aeb6de5685cf6da19b,678bf5b5f5489fb0e02507a8,1.0
6787a5aeb6de5685cf6da19b,678bf5d3f5489fb0e025098b,5.0
6787a5aeb6de5685cf6da19b,678bf5fff5489fb0e0250c61,1.0
6787a5aeb6de5685cf6da19b,678bf602f5489fb0e0250ca6,1.0
6787a5aeb6de5685cf6da19b,678bf605f5489fb0e0250ce6,5.0
6787a5aeb6de5685cf6da19b,678bf60ff5489fb0e0250d99,1.0
6787a5aeb6de5685cf6da19b,678bf617f5489fb0e0250e23,1.0
6787a5aeb6de5685cf6da19b,678bf681f5489fb0e025164c,5.0
6787a5aeb6de5685cf6da19b,678bf689f5489fb0e0251701,1.0
6787a5aeb6de5685cf6da19b,678bf699f5489fb0e025180d,1.0
6787a5aeb6de5685cf6da19b,678bf6a5f5489fb0e02518c2,1.0
6787a5aeb6de5685cf6da19b,678bf6a7f5489fb0e02518d9,1.0
6787a5aeb6de5685cf6da19b,678bf6baf5489fb0e0251a3c,1.0
6787a5aeb6de5685cf6da19b,678bf6dbf5489fb0e0251c7b,1.0
6787a5aeb6de5685cf6da19b,678bf6e6f5489fb0e0251d1c,1.0
6787a5aeb6de5685cf6da19b,678bf6e8f5489fb0e0251d4a,1.0
6787a5aeb6de5685cf6da19b,678bf6eff5489fb0e0251dbd,5.0
6787a5aeb6de5685cf6da19b,678bf704f5489fb0e0251f5b,1.0
6787a5aeb6de5685cf6da19b,678bf711f5489fb0e025206f,1.0
6787a5aeb6de5685cf6da19b,678bf717f5489fb0e02520e2,1.0
6787a5aeb6de5685cf6da19b,678bf72af5489fb0e0252224,1.0
6787a5aeb6de5685cf6da19b,678bf770f5489fb0e025272c,5.0
6787a5aeb6de5685cf6da19b,678bf789f5489fb0e025290f,1.0
6787a5aeb6de5685cf6da19b,678bf822f5489fb0e02533c0,1.0
6787a5aeb6de5685cf6da19b,678bf824f5489fb0e02533d7,1.0
6787a5aeb6de5685cf6da19b,678bf82df5489fb0e0253478,1.0
6787a5aeb6de5685cf6da19b,678bfd7bf5489fb0e0253a27,5.0
6787a5aeb6de5685cf6da19b,678bfda9f5489fb0e0253d4c,1.0
6787a5aeb6de5685cf6da19b,678bfdd5f5489fb0e0254030,1.0
6787a5aeb6de5685cf6da19b,678bfdfaf5489fb0e02542a0,1.0
6787a5aeb6de5685cf6da19b,678bfe05f5489fb0e025435e,1.0
6787a5aeb6de5685cf6da19b,678d3f8566775883717efb96,1.0
6787a5aeb6de5685cf6da19b,678d3fd966775883717f00e3,1.0
6787a5aeb6de5685cf6da19b,678d407166775883717f0a00,1.0
6787a5aeb6de5685cf6da19b,678d407f66775883717f0ab8,1.0
6787a5aeb6de5685cf6da19b,678d409066775883717f0bb5,1.0
6787a5aeb6de5685cf6da19b,678d40bf66775883717f0e39,1.0
6787a5aeb6de5685cf6da19b,678d40dc66775883717f0fee,1.0
6787a5aeb6de5685cf6da19b,678d414966775883717f1791,1.0
